,UniProt ID,Synonyms
867,H0UI37,"['-', 'TSTD3', 'Rhodanese domain-containing protein 3', 'Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3', 'thiosulfate sulfurtransferase like domain containing 3']"
868,P82909,"['MRP-S36', 'Alpha-ketoglutarate dehydrogenase component 4', 'mitochondrial ribosomal protein S36', 'MRPS36', '28S ribosomal protein S36, mitochondrial', 'DC47', 'S36mt']"
869,Q9P2J9,"['PDP2', 'PDP 2', 'Pyruvate dehydrogenase phosphatase catalytic subunit 2', 'EC 3.1.3.43', 'PPM2B', 'PDPC 2', '[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial', 'PPM2C2', 'pyruvate dehyrogenase phosphatase catalytic subunit 2']"
870,Q9NUQ2,"['1-acylglycerol-3-phosphate O-acyltransferase 5', 'LPAATE', 'LPAAT-epsilon', 'AGPAT5', '1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon', '1-AGPAT 5', 'Lysophosphatidic acid acyltransferase epsilon', '1-AGP acyltransferase 5', 'EC 2.3.1.51', '1AGPAT5']"
871,Q9BUT9,"['MCRIP2', 'Protein FAM195A', 'FAM195A', 'c349E10.1', 'C16orf14', 'MAPK regulated corepressor interacting protein 2']"
872,P55851,"['UCPH', 'BMIQ4', 'UCP 2', 'uncoupling protein 2', 'Solute carrier family 25 member 8', 'Mitochondrial uncoupling protein 2', 'UCP2', 'SLC25A8']"
873,Q9NYZ2,"['Mitochondrial solute carrier protein', 'PRO1584', 'MSC', 'PRO2217', 'MSCP', 'Mitochondrial iron transporter 1', 'Solute carrier family 25 member 37', 'MFRN', 'PRO1278', 'solute carrier family 25 member 37', 'HT015', 'Mitoferrin-1', 'MFRN1', 'SLC25A37']"
874,Q96A46,"['NPD016', 'solute carrier family 25 member 28', 'Solute carrier family 25 member 28', 'Mitochondrial RNA-splicing protein 3/4 homolog', 'Mitochondrial iron transporter 2', 'hMRS3/4', 'MRS3/4', 'SLC25A28', 'MFRN2', 'MRS4L', 'Mitoferrin-2']"
875,Q6ZT89,"['SLC25A48', 'solute carrier family 25 member 48', '-', 'Solute carrier family 25 member 48']"
876,Q8WUT9,"['Solute carrier family 25 member 43', 'solute carrier family 25 member 43', 'SLC25A43', '-']"
877,Q6Q0C1,"['HDMCP', 'C14orf68', 'Hepatocellular carcinoma down-regulated mitochondrial carrier protein', 'solute carrier family 25 member 47', 'SLC25A47', 'Solute carrier family 25 member 47', 'HMFN1655']"
878,Q8N5S1,"['Mitochondrial carrier protein SCaMC-3L', 'SCaMC-3-like', 'SCaMC-3L', 'Small calcium-binding mitochondrial carrier protein 3-like', 'APC4', 'Mitochondrial ATP-Mg/Pi carrier protein SLC25A41', 'solute carrier family 25 member 41', 'Solute carrier family 25 member 41', 'SLC25A41']"
879,Q6PIV7,"['solute carrier family 25 member 34', 'Solute carrier family 25 member 34', '-', 'SLC25A34']"
880,P34913,"['Lipid-phosphate phosphatase', 'Epoxide hydratase', 'SEH', 'EC 3.1.3.76', 'EPHX2', 'ABHD20', 'Soluble epoxide hydrolase', 'epoxide hydrolase 2', 'Bifunctional epoxide hydrolase 2', 'EC 3.3.2.10', 'CEH', 'Cytosolic epoxide hydrolase 2']"
881,Q9UKK9,"['YSAH1', 'nudix hydrolase 5', 'EC 3.6.1.58', 'YSA1H', 'Nuclear ATP-synthesis protein NUDIX5', 'EC 2.7.7.96', 'ADP-sugar pyrophosphatase', 'hNUDT5', '8-oxo-dGDP phosphatase', 'YSA1', 'EC 3.6.1.13', 'Nucleoside diphosphate-linked moiety X motif 5', 'NUDT5', 'Nudix motif 5']"
882,Q9BPX6,"['ara CALC', 'Calcium-binding atopy-related autoantigen 1', 'MICU1', 'CALC', 'mitochondrial calcium uptake 1', 'EFHA3', 'MPXPS', 'Hom s 4', 'Calcium uptake protein 1, mitochondrial', 'CBARA1', 'Atopy-related autoantigen CALC']"
883,P00441,"['Superoxide dismutase 1', 'EC 1.15.1.1', 'ALS1', 'STAHP', 'IPOA', 'SOD', 'HEL-S-44', 'homodimer', 'SOD1', 'superoxide dismutase 1', 'ALS', 'Superoxide dismutase [Cu-Zn]', 'hSod1']"
884,Q9H4I8,"['serine hydrolase like 2', 'dJ222E13.1', 'EC 3.1.-.-', 'SERHL2', 'Serine hydrolase-like protein 2']"
885,Q9BU61,"['E3-3', 'C3orf60', 'NDUFAF3', '2P1', 'MC1DN18', 'NADH:ubiquinone oxidoreductase complex assembly factor 3', 'NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3']"
886,Q53S33,"['BolA-like protein 3', 'MMDS2', 'BOLA3', 'bolA family member 3']"
887,Q56VL3,"['-', 'Ovarian carcinoma immunoreactive antigen-like protein', 'OCIAD2', 'OCIA domain containing 2', 'OCIA domain-containing protein 2']"
888,Q9HA92,"['radical S-adenosyl methionine domain containing 1', 'Putative heme chaperone', 'Radical S-adenosyl methionine domain-containing protein 1, mitochondrial', 'RSAD1', 'HemW']"
889,Q9BRQ6,"['coiled-coil-helix-coiled-coil-helix domain containing 6', 'Coiled-coil-helix cristae morphology protein 1', 'Mic25', 'Coiled-coil-helix-coiled-coil-helix domain-containing protein 6', 'CHCHD6', 'MICOS25', 'PPP1R23', 'CHCM1', 'MICOS complex subunit MIC25']"
890,Q9NYY8,"['FASTKD2', 'FAST kinase domain-containing protein 2, mitochondrial', 'KIAA0971', 'FAST kinase domains 2', 'COXPD44']"
891,O96011,"['PEX11B', 'Peroxisomal biogenesis factor 11B', 'Peroxisomal membrane protein 11B', 'Protein PEX11 homolog beta', 'PEX11-beta', 'peroxisomal biogenesis factor 11 beta', 'PEX14B', 'PEX11-BETA', 'Peroxin-11B']"
892,Q96B77,"['transmembrane protein 186', 'TMEM186', 'C16orf51', 'Transmembrane protein 186']"
893,Q9H611,"['PIF1/RRM3 DNA helicase-like protein', ""PIF1 5'-to-3' DNA helicase"", 'PIF1', 'EC 3.6.4.12', 'ATP-dependent DNA helicase PIF1', 'DNA repair and recombination helicase PIF1', 'PIF', 'C15orf20']"
894,P07148,"['fatty acid binding protein 1', 'Fatty acid-binding protein, liver', 'L-FABP', 'Liver-type fatty acid-binding protein', 'Fatty acid-binding protein 1', 'FABPL', 'FABP1']"
895,P33897,"['ABCD1', 'ABC42', 'Adrenoleukodystrophy protein', 'EC 7.6.2.4', 'ALDP', 'ATP binding cassette subfamily D member 1', 'ALD', 'AMN', 'ATP-binding cassette sub-family D member 1']"
896,O94903,"['EPVB6D', 'Proline synthase co-transcribed bacterial homolog protein', 'pyridoxal phosphate binding protein', 'PLP homeostasis protein', 'PLPBP', 'PROSC', 'Pyridoxal phosphate homeostasis protein', 'Pyridoxal phosphate-binding protein']"
897,P07108,"['CCK-RP', 'Endozepine', 'Diazepam-binding inhibitor', 'EP', 'Acyl-CoA-binding protein', 'ACBD1', 'ACBP', 'DBI', 'diazepam binding inhibitor, acyl-CoA binding protein']"
898,Q8TCS8,"['COXPD13', 'Polynucleotide phosphorylase 1', 'Polyribonucleotide nucleotidyltransferase 1, mitochondrial', 'PNPase old-35', 'EC 2.7.7.8', 'DFNB70', 'PNPase 1', 'PNPASE', 'polyribonucleotide nucleotidyltransferase 1', ""3'-5' RNA exonuclease OLD35"", 'OLD35', 'Polynucleotide phosphorylase-like protein', 'PNPT1', 'old-35']"
899,Q969P6,"['EC 5.6.2.1', 'DNA topoisomerase I, mitochondrial', '-', 'TOP1mt', 'DNA topoisomerase I mitochondrial', 'TOP1MT']"
900,O60930,"['RNH1', 'Ribonuclease H1', 'RNase H1', 'PEOB2', 'Ribonuclease H type II', 'H1RNA', 'RNASEH1', 'ribonuclease H1', 'EC 3.1.26.4']"
901,Q8IUA7,"['ATP binding cassette subfamily A member 9', 'ATP-binding cassette sub-family A member 9', 'ABCA9', 'EST640918', 'EC 7.6.2.-']"
902,P22307,"['NLTP', 'EC 2.3.1.16', 'sterol carrier protein 2', 'SCP2', 'EC 2.3.1.176', 'Acetyl-CoA C-myristoyltransferase', 'SCP-2/3-oxoacyl-CoA thiolase', 'SCPX', 'SCP-X', 'Non-specific lipid-transfer protein', 'Sterol carrier protein 2', 'Sterol carrier protein X', 'SCP-CHI', 'EC 2.3.1.155', 'Straight-chain acyl-CoA oxidase', 'NSL-TP', 'SCP-2', 'SCP-chi', 'SCP-2/thiolase', 'Propanoyl-CoA C-acyltransferase', 'SCOX']"
903,Q86UY8,"['EC 3.1.3.-', 'TU12B1-TY', 'GRP94-neighboring nucleotidase', 'NT5DC3', ""5'-nucleotidase domain-containing protein 3"", 'TU12B1TY', ""5'-nucleotidase domain containing 3""]"
904,P56277,"['MTCP1', 'C-X9-C motif containing 4', 'Cx9C motif-containing protein 4', 'Mature T-cell proliferation 1 neighbor protein', 'p8', 'MTCP1B', 'CMC4', 'MTCP1NB', 'Mature T-cell proliferation-1 type A', 'p8MTCP1', 'C6.1B', 'MTCP-1 type A', 'Protein p8 MTCP-1']"
905,P07195,"['LDH heart subunit', 'Renal carcinoma antigen NY-REN-46', 'lactate dehydrogenase B', 'HEL-S-281', 'LDH-B', 'EC 1.1.1.27', 'TRG-5', 'L-lactate dehydrogenase B chain', 'LDHBD', 'LDH-H', 'LDHB']"
906,P58557,"['YBEY', 'Endoribonuclease YbeY', 'ybeY metalloendoribonuclease', 'C21orf57', 'EC 3.1.-.-']"
907,P49773,"['PRKCNH1', 'EC 3.-.-.-', 'PKCI-1', 'Protein kinase C-interacting protein 1', 'HINT', 'Histidine triad nucleotide-binding protein 1', 'HINT1', ""Adenosine 5'-monophosphoramidase"", 'histidine triad nucleotide binding protein 1', 'Protein kinase C inhibitor 1', 'NMAN']"
908,Q969V5,"['RING finger protein 218', 'RNF218', 'MAPL', 'EC 2.3.2.27', 'Putative NF-kappa-B-activating protein 266', 'Protein Hades', 'RING-type E3 ubiquitin transferase NFKB 1', 'mitochondrial E3 ubiquitin protein ligase 1', 'Mitochondrial ubiquitin ligase activator of NFKB 1', 'GIDE', 'MULAN', 'C1orf166', 'E3 ubiquitin-protein ligase MUL1', 'Growth inhibition and death E3 ligase', 'MUL1', 'E3 SUMO-protein ligase MUL1', 'Mitochondrial-anchored protein ligase']"
909,O00142,"['EC 2.7.1.21', 'thymidine kinase 2', 'MTDPS2', 'SCA31', 'MTTK', 'TK2', 'Thymidine kinase 2, mitochondrial', 'Mt-TK', 'PEOB3']"
910,Q9BSE5,"['AGMAT', '-', 'agmatinase', 'Agmatine ureohydrolase', 'Agmatinase, mitochondrial', 'AUH', 'EC 3.5.3.11']"
911,Q5EBM0,"['EC 2.7.4.6', 'UMP-CMPK2', 'Nucleoside-diphosphate kinase', 'TYKi', 'TMPK2', 'cytidine/uridine monophosphate kinase 2', 'NDK', 'EC 2.7.4.14', 'UMP-CMP kinase 2, mitochondrial', 'CMPK2']"
912,P55957,"['BH3-interacting domain death agonist p11', 'BH3-interacting domain death agonist p13', 'BID', 'FP497', 'p15 BID', 'p13 BID', 'BH3 interacting domain death agonist', 'BH3-interacting domain death agonist p15', 'p22 BID', 'p11 BID', 'BH3-interacting domain death agonist']"
913,P36404,"['ADP-ribosylation factor-like protein 2', 'ARL2', 'ADP ribosylation factor like GTPase 2', 'ARFL2']"
914,P57105,"['ARIP2', 'Synaptojanin-2-binding protein', 'Mitochondrial outer membrane protein 25', 'SYNJ2BP', 'OMP25', 'synaptojanin 2 binding protein']"
915,Q9GZY8,"['MFF', 'Mitochondrial fission factor', 'EMPF2', 'GL004', 'C2orf33', 'mitochondrial fission factor']"
916,Q7Z4W1,"['DCXR', 'DCR', 'kiDCR', 'dicarbonyl and L-xylulose reductase', 'HCRII', 'SDR20C1', 'P34H', 'Dicarbonyl/L-xylulose reductase', 'Kidney dicarbonyl reductase', 'Short chain dehydrogenase/reductase family 20C member 1', 'HCR2', 'Sperm surface protein P34H', 'XR', 'KIDCR', 'EC 1.1.1.10', 'Carbonyl reductase II', 'L-xylulose reductase', 'PNTSU']"
917,Q9BW91,"['NUDT10', 'nudix hydrolase 9', 'Nudix motif 9', 'ADP-ribose diphosphatase', 'Nucleoside diphosphate-linked moiety X motif 9', 'ADPR-PPase', 'Adenosine diphosphoribose pyrophosphatase', 'EC 3.6.1.13', 'NUDT9', 'ADP-ribose pyrophosphatase, mitochondrial', 'ADP-ribose phosphohydrolase']"
918,Q9UHK6,"['CBAS4', 'RM', 'alpha-methylacyl-CoA racemase', 'AMACR', 'AMACRD', 'RACE', 'EC 5.1.99.4', 'P504S', '2-methylacyl-CoA racemase', 'Alpha-methylacyl-CoA racemase']"
919,Q5THJ4,"['Vacuolar protein sorting-associated protein 13D', 'SCAR4', 'VPS13D', 'vacuolar protein sorting 13 homolog D']"
920,P53370,"['NUDT6', 'Antisense basic fibroblast growth factor', 'GFG-1', 'Protein GFG', 'FGF-AS', 'GFG1', 'nudix hydrolase 6', 'ASFGF2', 'FGF2AS', 'EC 3.6.1.-', 'Nucleoside diphosphate-linked moiety X motif 6', 'Nudix motif 6']"
921,Q9NW81,"['Distal membrane-arm assembly complex protein 2', 'DMAC2', 'distal membrane arm assembly complex 2', 'ATP5SL', 'ATP synthase subunit s-like protein']"
922,Q9UI43,"['Protein ftsJ homolog 2', 'HEL97', 'rRNA methyltransferase 2, mitochondrial', 'RRMJ2', 'mitochondrial rRNA methyltransferase 2', 'EC 2.1.1.-', 'MTDPS17', ""16S rRNA (uridine(1369)-2'-O)-methyltransferase"", 'FJH1', 'FTSJ2', 'MRM2', ""16S rRNA [Um1369] 2'-O-methyltransferase""]"
923,Q16611,"['BCL2 antagonist/killer 1', 'BAK', 'Bcl-2 homologous antagonist/killer', 'BAK-LIKE', 'CDN1', 'BAK1', 'BCL2L7', 'Bcl2-L-7', 'Bcl-2-like protein 7', 'Apoptosis regulator BAK']"
924,Q02127,"['Dihydroorotate dehydrogenase (quinone), mitochondrial', 'DHOdehase', 'dihydroorotate dehydrogenase (quinone)', 'EC 1.3.5.2', 'URA1', 'Dihydroorotate oxidase', 'DHODH', 'POADS']"
925,P27338,"['EC 1.4.3.4', '-', 'MAOB', 'Monoamine oxidase type B', 'Amine oxidase [flavin-containing] B', 'monoamine oxidase B', 'MAO-B']"
926,O14880,"['Microsomal glutathione S-transferase 3', 'microsomal glutathione S-transferase 3', 'Microsomal glutathione S-transferase III', 'Glutathione peroxidase MGST3', 'Microsomal GST-3', 'EC 1.11.1.-', 'Microsomal GST-III', 'LTC4 synthase MGST3', 'EC 4.4.1.20', 'GST-III', 'MGST3']"
927,Q9NPH0,"['Acid phosphatase 6, lysophosphatidic', 'acid phosphatase 6, lysophosphatidic', 'ACPL1', 'EC 3.1.3.2', 'PACPL1', 'Acid phosphatase-like protein 1', 'LPAP', 'ACP6', 'Lysophosphatidic acid phosphatase type 6']"
928,Q96GC5,"['L48MT', 'mitochondrial ribosomal protein L48', 'L48mt', 'HSPC290', 'CGI-118', 'MRP-L48', 'MRPL48', '39S ribosomal protein L48, mitochondrial', 'Mitochondrial large ribosomal subunit protein mL48']"
929,P21549,"['SPT', 'AGT', 'Alanine--glyoxylate aminotransferase', 'AGXT', 'SPAT', 'AGT1', 'PH1', 'Serine--pyruvate aminotransferase', 'alanine--glyoxylate and serine--pyruvate aminotransferase', 'TLH6', 'EC 2.6.1.51', 'EC 2.6.1.44', 'AGXT1']"
930,P00387,"['DIA1', 'NADH-cytochrome b5 reductase 3 soluble form', 'EC 1.6.2.2', 'B5R', 'Cytochrome b5 reductase', 'cytochrome b5 reductase 3', 'CYB5R3', 'NADH-cytochrome b5 reductase 3', 'Diaphorase-1', 'NADH-cytochrome b5 reductase 3 membrane-bound form']"
931,Q9NUL7,"['DEAD-box helicase 28', 'Probable ATP-dependent RNA helicase DDX28', 'MDDX28', 'DDX28', 'EC 3.6.4.13', 'Mitochondrial DEAD box protein 28']"
932,Q8N490,"['R1', 'Paroxysmal nonkinesiogenic dyskinesia protein', 'EC 3.-.-.-', 'MR1', 'PKND1', 'BRP17', 'Myofibrillogenesis regulator 1', 'PNKD metallo-beta-lactamase domain containing', 'TAHCCP2', 'KIPP1184', 'Probable hydrolase PNKD', 'FPD1', 'MR-1', 'Trans-activated by hepatitis C virus core protein 2', 'PNKD', 'PNKD1', 'PDC', 'DYT8', 'FKSG19', 'MR-1S']"
933,Q86XE3,"['MICU3', 'mitochondrial calcium uptake family member 3', 'Calcium uptake protein 3, mitochondrial', 'EFHA2', 'EF-hand domain-containing family member A2']"
934,Q12983,"['BNIP3', 'BCL2/adenovirus E1B 19 kDa protein-interacting protein 3', 'BCL2 interacting protein 3', 'NIP3']"
935,Q5HYI7,"['MTX3', 'Metaxin-3', '-', 'metaxin 3']"
936,Q9UIF7,"['hMYH', 'EC 3.2.2.31', 'Adenine DNA glycosylase', 'mutY DNA glycosylase', 'MYH', 'MUTYH', 'MutY homolog']"
937,O43824,"['GTP binding protein 6 (putative)', 'GTPBP6', 'Putative GTP-binding protein 6', 'Pseudoautosomal GTP-binding protein-like', 'PGPL']"
938,P05108,"['Cholesterol desmolase', 'CYP11A1', 'CYPXIA1', 'Cytochrome P450(scc)', 'Cholesterol side-chain cleavage enzyme, mitochondrial', 'Cytochrome P450 11A1', 'CYP11A', 'EC 1.14.15.6', 'cytochrome P450 family 11 subfamily A member 1', 'P450SCC']"
939,Q9NX40,"['OCIA domain containing 1', 'OCIA', 'Ovarian carcinoma immunoreactive antigen', 'OCIAD1', 'OCIA domain-containing protein 1', 'TPA018', 'ASRIJ', 'Ovarian cancer immunoreactive antigen domain containing 1']"
940,Q9H825,"['mRNA N(3)-methylcytidine methyltransferase METTL8', 'TIP', 'Methyltransferase-like protein 8', 'methyltransferase like 8', 'METTL8', 'EC 2.1.1.-']"
941,Q8N5G0,"['SMIM20', 'Phoenixin-20', 'MITRAC7', 'PNX-14', 'PNX-20', 'PNX', 'Mitochondrial translation regulation assembly intermediate of cytochrome c oxidase protein of 7 kDa', 'C4orf52', 'Phoenixin-14', 'small integral membrane protein 20', 'Small integral membrane protein 20']"
942,Q96CM3,"['EC 5.4.99.-', '-', 'Mitochondrial RNA pseudouridine synthase RPUSD4', 'RNA pseudouridylate synthase domain-containing protein 4', 'RNA pseudouridine synthase D4', 'RPUSD4']"
943,Q96KF7,"['C6orf162', 'SMIM8', 'Small integral membrane protein 8', 'dJ102H19.2', 'small integral membrane protein 8']"
944,O75414,"['Nucleoside diphosphate kinase 6', 'NM23-H6', 'EC 2.7.4.6', 'NME6', 'IPIA-ALPHA', 'IPIA-alpha', 'NME/NM23 nucleoside diphosphate kinase 6', 'nm23-H6', 'NDP kinase 6', 'NDK 6', 'Inhibitor of p53-induced apoptosis-alpha']"
945,Q14318,"['EC 5.2.1.8', 'PPIase FKBP8', 'FKBP-38', 'FKBP38', 'FKBPr38', '38 kDa FKBP', 'FKBPR38', 'FKBP8', 'hFKBP38', '38 kDa FK506-binding protein', 'FK506-binding protein 8', 'FKBP-8', 'Rotamase', 'FKBP prolyl isomerase 8', 'Peptidyl-prolyl cis-trans isomerase FKBP8']"
946,P0C7M7,"['Acyl-CoA synthetase medium-chain family member 4', '-', 'Acyl-coenzyme A synthetase ACSM4, mitochondrial', 'ACSM4', 'acyl-CoA synthetase medium chain family member 4', 'EC 6.2.1.2']"
947,Q86UT6,"['NOD9', 'NLRX1', 'NLR family member X1', 'CLR11.3', 'NOD5', 'Nucleotide-binding oligomerization domain protein 26', 'Nucleotide-binding oligomerization domain protein 5', 'DLNB26', 'NOD26', 'Caterpiller protein 11.3', 'Nucleotide-binding oligomerization domain protein 9']"
948,Q96CU9,"['FAD dependent oxidoreductase domain containing 1', 'FP634', 'FOXRED1', 'MC1DN19', 'FAD-dependent oxidoreductase domain-containing protein 1', 'EC 1.-.-.-', 'H17']"
949,Q9H5Q4,"['h-mtTFB2', 'mtTFB2', 'hTFB2M', ""S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 2"", 'HCV NS5A-transactivated protein 5', 'Dimethyladenosine transferase 2, mitochondrial', 'h-mtTFB', 'Mitochondrial transcription factor B2', 'EC 2.1.1.-', 'Hepatitis C virus NS5A-transactivated protein 5', 'transcription factor B2, mitochondrial', 'TFB2M', 'Mitochondrial 12S rRNA dimethylase 2', 'Hkp1']"
950,Q8N3J5,"['EC 3.1.3.16', 'MSUDMV', 'PP2Cm', 'Protein phosphatase 1K, mitochondrial', 'protein phosphatase, Mg2+/Mn2+ dependent 1K', 'Protein phosphatase 2C isoform kappa', 'PP2Ckappa', 'PPM1K', 'PP2C domain-containing protein phosphatase 1K', 'PTMP', 'BDP', 'PP2C-kappa', 'PP2C-like mitochondrial protein', 'UG0882E07', 'PP2C-type mitochondrial phosphoprotein phosphatase']"
951,Q06055,"['ATP synthase lipid-binding protein', 'ATP5A', 'ATPase subunit c', 'ATP synthase membrane subunit c locus 2', 'ATP5MC2', 'ATP synthase F(0) complex subunit C2, mitochondrial', 'ATPase protein 9', 'ATP synthase proteolipid P2', 'ATP5G2', 'ATP synthase proton-transporting mitochondrial F(0) complex subunit C2']"
952,P03886,"['MTND1', 'NADH-ubiquinone oxidoreductase chain 1', 'EC 7.1.1.2', 'NADH dehydrogenase subunit 1', 'NADH dehydrogenase, subunit 1 (complex I)', 'MT-ND1']"
953,Q16635,"['tafazzin', 'EC 2.3.1.-', 'Protein G4.5', 'Tafazzin', 'EFE2', 'TAZ', 'EFE', 'LVNCX', 'Taz1', 'BTHS', 'CMD3A', 'G4.5']"
954,Q8IXL7,"['DFNB74', 'MsrB3', 'EC 1.8.4.14', 'Methionine-R-sulfoxide reductase B3', 'EC 1.8.4.12', 'methionine sulfoxide reductase B3', 'MSRB3']"
955,Q8WXI4,"['Acyl-CoA thioesterase 11', 'Adipose-associated thioesterase', 'EC 3.1.2.-', 'BFIT', 'Brown fat-inducible thioesterase', 'THEA', 'acyl-CoA thioesterase 11', 'STARD14', 'Acyl-CoA thioester hydrolase 11', 'Palmitoyl-coenzyme A thioesterase', 'Acyl-coenzyme A thioesterase 11', 'ACOT11', 'THEM1', 'EC 3.1.2.2']"
956,Q9BS92,"['FP944', 'Protein NipSnap homolog 3B', 'NIPSNAP3B', 'nipsnap homolog 3B', 'NIPSNAP3', 'SNAP1', 'NipSnap3B']"
957,P78549,"['DNA glycosylase/AP lyase', 'Endonuclease III-like protein 1', 'hNTH1', 'nth like DNA glycosylase 1', 'EC 4.2.99.18', 'OCTS3', 'Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase', 'EC 3.2.2.-', 'NTHL1', 'NTH1', 'FAP3']"
958,Q9NX47,"['MITOL', 'RING finger protein 153', 'EC 2.3.2.27', 'membrane associated ring-CH-type finger 5', 'Membrane-associated RING finger protein 5', 'RING-type E3 ubiquitin transferase MARCHF5', 'MARCH-V', 'E3 ubiquitin-protein ligase MARCHF5', 'RNF153', 'MARCH5', 'Membrane-associated RING-CH protein V', 'MARCHF5', 'Mitochondrial ubiquitin ligase']"
959,Q6P4A7,"['SFXN4', 'BCRM1', 'SLC56A4', 'COXPD18', 'Sideroflexin-4', 'sideroflexin 4', 'Breast cancer resistance marker 1']"
960,Q32P41,"['tRNA [GM37] methyltransferase', 'tRNA (guanine(37)-N1)-methyltransferase', 'tRNA methyltransferase 5', 'M1G-methyltransferase', 'EC 2.1.1.228', 'COXPD26', 'TRMT5', 'tRNA methyltransferase 5 homolog', 'TRM5', 'KIAA1393']"
961,P12236,"['ANT', 'ANT 2', 'SLC25A6', 'ANT3', 'Adenine nucleotide translocator 3', 'AAC3', 'ADP,ATP carrier protein 3', 'ADP,ATP carrier protein, isoform T2', 'Solute carrier family 25 member 6', 'solute carrier family 25 member 6', 'ADP/ATP translocase 3', 'ANT3Y', 'ANT 3', 'ADP/ATP translocase 3, N-terminally processed']"
962,Q3SY17,"['Mitochondrial carrier triple repeat protein 2', 'Solute carrier family 25 member 52', 'Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A52', 'Mitochondrial NAD(+) transporter SLC25A52', 'MCART2', 'SLC25A52', 'solute carrier family 25 member 52']"
963,O15527,"['MUTM', 'OGH1', 'HMMH', 'EC 4.2.99.18', '8-oxoguanine DNA glycosylase', 'OGG1', 'AP lyase', 'EC 3.2.2.-', 'N-glycosylase/DNA lyase', 'DNA-(apurinic or apyrimidinic site) lyase', 'HOGG1']"
964,A6NK06,"['Aconitate decarboxylase', 'Cis-aconitic acid decarboxylase', 'Immune-responsive gene 1 protein', 'Cis-aconitate decarboxylase', 'CAD', 'aconitate decarboxylase 1', 'IRG1', 'ACOD1', 'EC 4.1.1.6', 'Aconitate decarboxylase 1']"
965,Q9BXR0,"['TGUT', 'TGT', 'EC 2.4.2.64', 'queuine tRNA-ribosyltransferase catalytic subunit 1', 'FP3235', 'Queuine tRNA-ribosyltransferase catalytic subunit 1', 'QTRT1', 'tRNA-guanine transglycosylase', 'Guanine insertion enzyme']"
966,Q9BRQ8,"['FSP1', 'Ferroptosis suppressor protein 1', 'EC 1.6.5.-', 'PRG3', 'p53-responsive gene 3 protein', 'apoptosis inducing factor mitochondria associated 2', 'AIFM2', 'Apoptosis-inducing factor homologous mitochondrion-associated inducer of death', 'AMID']"
967,P32119,"['TSA', 'PTX1', 'Peroxiredoxin-2', 'Thioredoxin-dependent peroxide reductase 1', 'Natural killer cell-enhancing factor B', 'Thiol-specific antioxidant protein', 'HEL-S-2a', 'TDPX1', 'TPX1', 'PRDX2', 'PRXII', 'Thioredoxin peroxidase 1', 'EC 1.11.1.24', 'peroxiredoxin 2', 'Thioredoxin-dependent peroxiredoxin 2', 'NKEF-B', 'PRP', 'PRX2', 'NKEFB']"
968,Q9UKA2,"['FBL5', 'F-box/LRR-repeat protein 4', 'F-box protein FBL4/FBL5', 'FBXL4', 'F-box and leucine-rich repeat protein 4', 'F-box and leucine rich repeat protein 4', 'MTDPS13', 'FBL4']"
969,Q9HCL2,"['GPAM', 'GPAT1', 'GPAT-1', 'Glycerol-3-phosphate acyltransferase 1, mitochondrial', 'EC 2.3.1.15', 'glycerol-3-phosphate acyltransferase, mitochondrial', 'GPAT']"
970,Q99766,"['ATP synthase-coupling factor B', 'ATP synthase subunit s, mitochondrial', 'distal membrane arm assembly complex 2 like', 'Distal membrane arm assembly complex 2-like protein', 'DMAC2L', 'HSU79253', 'FB', 'ATPW', 'Mitochondrial ATP synthase regulatory component factor B', 'ATP5S']"
971,Q96TC7,"['Protein FAM82C', 'FAM82C', 'RMD-3', 'RMD3', 'regulator of microtubule dynamics 3', 'Protein FAM82A2', 'Regulator of microtubule dynamics protein 3', 'RMDN3', 'Cerebral protein 10', 'FAM82A2', 'Protein tyrosine phosphatase-interacting protein 51', 'ptpip51', 'TCPTP-interacting protein 51', 'hRMD-3']"
972,Q9BRX8,"['Protein PAMM', 'FAM213A', 'PAMM', 'Peroxiredoxin-like 2A', 'C10orf58', 'Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes', 'peroxiredoxin like 2A', 'Adrx', 'PRXL2A', 'Redox-regulatory protein FAM213A']"
973,Q96IX5,"['DAPIT', 'bA792D24.4', 'HCV F-transactivated protein 2', 'Diabetes-associated protein in insulin-sensitive tissues', 'USMG5', 'ATP synthase membrane subunit DAPIT, mitochondrial', 'ATP5MD', 'HCVFTP2', 'ATP synthase membrane subunit K, mitochondrial', 'Up-regulated during skeletal muscle growth protein 5', 'MC5DN6', 'ATP synthase membrane subunit DAPIT']"
974,Q6UWS5,"['PET117 cytochrome c oxidase chaperone', 'Protein PET117 homolog, mitochondrial', 'CSRP2BP', 'PET117']"
975,P21397,"['EC 1.4.3.4', 'BRNRS', 'Amine oxidase [flavin-containing] A', 'monoamine oxidase A', 'Monoamine oxidase type A', 'MAOA', 'MAO-A']"
