Cluster ID,,Cluster name,Size,Cluster members,Organisms,Length,Identity,Organism IDs
UniRef90_P20674,partially reviewed and UniParc,"Cluster: Cytochrome c oxidase subunit 5A, mitochondrial",44,P20674; Q53CG1; B0VYX4; B0VYX2; B0VYX9; B0VYX8; Q53CF8; B0VYY0; B0VYX3; B0VYX7; B0VYX5; B0VYY1; B0VYX1; B0VYX6; H3BRM5; A0A2K5BXC0; H2NK00; A0A2R8P7Z2; A0A2K6L0C4; A0A6D2XNB6; A0A2J8UDJ2; A0A2J8UDL4; U3BU26; A0A2I3GNK0; A0A2K5KTC2; F7A3K0; A0A2K5PRA4; A0A6J3HCN4; G7MYC6; H9EX63; A0A7N9D1V9; A0A2K6K2N4; A0A2J8KS16; A0A0D9RPD6; A0A6J3IES3; A0A663D6J0; K7BVD4; A0A2I2YSZ5; A0A2K5EJS1; A0A2K6DD50; UPI00102D67B3; UPI00193E72DF; UPI001364709A; UPI000DC1B448,Homo sapiens (Human); Saimiri sciureus (Common squirrel monkey); Pongo pygmaeus (Bornean orangutan); Pan paniscus (Pygmy chimpanzee) (Bonobo); Callithrix pygmaea (Pygmy marmoset) (Cebuella pygmaea); Papio anubis (Olive baboon); Macaca mulatta (Rhesus macaque); Saguinus labiatus (Red-chested mustached tamarin); Gorilla gorilla gorilla (Western lowland gorilla); Colobus guereza (Mantled guereza) (Eastern black-and-white colobus monkey),150,90%,9606; 9521; 9600; 9597; 9493; 9555; 9544; 78454; 9595; 33548; 61852; 230833; 9598; 9590; 37293; 9601; 9483; 61621; 61853; 9531; 2715852; 9515; 9541; 60711; 9545; 39432; 81572; 9565
UniRef90_Q86U28,partially reviewed and UniParc,"Cluster: Iron-sulfur cluster assembly 2 homolog, mitochondrial",29,Q86U28; Q5R788; G7MYT2; I6L570; G7PAU8; A0A0D9RJB1; A0A2K5K4R1; A0A2J8T403; G1S2J2; A0A2K5N4P1; A0A2K5R7B1; A0A2K6FID1; H9EW17; A0A2K6P5Q3; A0A2K5YIN1; A0A7N9CFA7; A0A2K6M2I5; A0A2K6CN30; G3SGX5; A0A096NUJ9; A0A2K5DKE1; A0A2K6UEK9; H0WLA6; H2R991; A0A6D2W4M8; A0A2R8ZSR6; UPI001560D821; UPI0018B0A8D7; UPI001364529C,Homo sapiens (Human); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Macaca mulatta (Rhesus macaque); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus); Colobus angolensis palliatus (Peters' Angolan colobus); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator); Propithecus coquereli (Coquerel's sifaka) (Propithecus verreauxi coquereli),154,90%,9606; 9601; 9544; 9541; 60711; 336983; 61853; 9531; 2715852; 379532; 61622; 9568; 61621; 9545; 9595; 9555; 37293; 39432; 30611; 9598; 9597; 81572
UniRef90_O75439,partially reviewed and UniParc,Cluster: Mitochondrial-processing peptidase subunit beta,73,O75439; Q5REK3; Q03346; A0A7N9IE13; A0A2K5TSZ1; Q3YAP5; I7GKN9; A0A096MZL3; A0A2K5NID0; A0A2K5XDS6; A0A2K5XDT6; A0A2J8VL49; A0A2K5I6L4; A0A2K6NT16; A0A2K6LH62; A0A2K6NT14; Q4R5D5; A0A2K5I6B4; G7MM21; G7P1Y6; G3V0E4; A0A2R9C0H2; A0A2K5XDT2; A0A2I2ZSW3; A0A2J8JU54; A0A2K5NIC5; H2PN42; A0A2K6NT15; A0A2K6LH45; A0A5F7ZRW0; G2HED1; A0A6D2VTQ0; A0A2I3TGW0; A8K1E9; A0A2R9C334; A0A2R9BZZ6; A0A2J8VL67; A0A2K6B5A3; G3S5I3; G3QMX8; F7FDX7; A0A2K5I6A9; A0A2K5CPW4; B3KM34; F7HV18; A0A0D9RH56; Q96CP5; F7F9E1; A0A2K5TSW3; UPI001560DC2A; UPI00156199BC; UPI000020F869; UPI000020F86A; UPI000DC1835D; UPI0012AE4D3C; UPI0005F57A2A; UPI00122D8282; UPI0005F45675; UPI000C29FD09; UPI00045E50D2; UPI00141A83E2; UPI0013F185B4; UPI0012ADAD8C; UPI000DC1BD25; UPI001560E0C8; UPI0013F185B7; UPI00141ABE32; UPI00155F8D3C; UPI00159E7826; UPI00122DB29B; UPI000012F4AC; UPI000C297DD8; UPI00045DBB3A,Homo sapiens (Human); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Rattus norvegicus (Rat); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Macaca mulatta (Rhesus macaque); Papio anubis (Olive baboon); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Mandrillus leucophaeus (Drill) (Papio leucophaeus); Colobus angolensis palliatus (Peters' Angolan colobus); Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),489,90%,9606; 9601; 10116; 9541; 9544; 9555; 9531; 9568; 336983; 61622; 61621; 9597; 9595; 9598; 9545; 9483; 37293; 60711; 9565; 61853; 591936; 54180; 81572
UniRef90_P47985,partially reviewed and UniParc,"Cluster: Cytochrome b-c1 complex subunit Rieske, mitochondrial",46,P47985; P0C7P4; Q69BK6; Q69BK5; Q69BJ6; Q69BK4; Q69BK3; Q69BK2; Q69BK1; H2QLR0; A0A2J8LNF0; A0A2K5MT34; G7PX46; A0A384NPX8; A0A2K6BP41; A0A0A0MXF2; K7CNE3; A0A663DDE0; A0A2K6APB9; A0A7N9CTH0; A0A2K5ZHH0; A0A384MTZ1; G7NLE4; A0A5F8AA10; A0A2K5UEN0; A0A2K6RW11; A0A2K6LPQ8; A0A2K6JTG6; A0A2K5JI09; H2NYA0; A0A663D6K3; A0A0D9QXW2; F6V7Y3; UPI000BA4E5D3; UPI00155FECB2; UPI0003AB78CC; UPI0012AE2C04; UPI000C2AF235; UPI00141B9ED2; UPI00141B1403; UPI0010A23E5D; UPI0000E045F4; UPI00083C7972; UPI0013627D73; UPI0005F3FF57; UPI00122D9759,Homo sapiens (Human); Pan paniscus (Pygmy chimpanzee) (Bonobo); Pan troglodytes (Chimpanzee); Symphalangus syndactylus (Siamang) (Hylobates syndactylus); Gorilla gorilla gorilla (Western lowland gorilla); Pongo pygmaeus (Bornean orangutan); Theropithecus gelada (Gelada baboon); Chlorocebus aethiops (Green monkey) (Cercopithecus aethiops); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),274,90%,9606; 9597; 9598; 9590; 9595; 9600; 9565; 9534; 9531; 9541; 9545; 9555; 9568; 9544; 61622; 61621; 336983; 9601; 60711; 591936; 54180; 81572; 61853
UniRef90_P25705,partially reviewed and UniParc,"Cluster: ATP synthase subunit alpha, mitochondrial",179,P25705; A5A6H5; P19483; Q5R546; P80021; K7DNH8; V9HW26; A0A2J8MMN4; A0A2J8MML2; G2HGB4; P25705-2; A0A2K6RWH2; K7EK77; A0A2J8MMM4; A0A2K5J7U1; A0A5F7ZPA0; A0A2K6RWH0; A0A2K6M6V7; A0A2K5TVA4; I2CUC7; G7NKN4; A0A2K5TVD8; F7ETD0; A0A7N9CEG0; A0A5F8A0M2; A0A2K5L6T1; A0A2K5L6W3; A0A452RUT5; A0A384C4L8; A0A3Q7VSR2; A0A452RUM4; A0A2I3RJK6; A0A2K6RWF8; A0A2K6M6V8; A0A2I2YZ34; G3RK98; A0A2K6RZS3; A0A2K6RZT5; A0A2K6FAS8; A0A2K6FAQ4; K9KE51; A0A2R9A9G3; A0A2R9AEQ9; A0A2I3N839; A0A7J8DFJ0; A0A7J8DER4; A0A7J8DF80; A0A7J8DF00; A0A5N4CB96; A0A452EN82; A0A287BBS4; I7G8U7; A0A4W2BT96; A0A2Y9DTS8; A0A6P5DVI2; A0A6J0VMI6; A0A7J7VWJ6; A0A7J7VX10; A0A7J7VX31; G2HG21; A0A341AIN7; F6V9Q4; A0A3Q7S2T4; A0A6J2MNW1; A0A7J8HEP4; A0A7J8HEM2; A0A7J8HEN2; A0A287D7R5; L5K2R5; A0A6P3Q7W2; G1SKT4; A0A4U1EW76; A0A2U3V2Z6; A0A484H3Q7; A0A2Y9M711; A0A2J8XF30; A0A2J8XF55; A0A2J8XF63; A0A2J8XF61; A0A2J8XF96; A0A0D9RZE8; F1T2M2; A0A671ETJ0; A0A7J7TPF7; A0A384BD84; A0A340Y2N9; F1MLB8; A0A4W2HAW6; L8IQG1; A0A5E4AT05; A0A5E4AQ89; A0A1U7TT54; G1PEN6; A0A1S2Z9M4; G7PWQ2; A0A6J3F684; K9IYL3; F6XUJ2; A0A2Y9EXN3; H2NW96; A0A7J8DEW5; A0A6P3EQI3; W5NY50; G3TDU4; U3EFQ6; A0A6P3HMC0; A0A287AGU2; A0A2K5L772; A0A7J7TQB9; I3M2S0; A0A7J8HFQ8; A0A2I3HHB0; A0A2I3LP42; A0A6A1QDG8; A0A2K5TVB3; A0A2I3N5T7; A0A2I3FTN5; A0A1D5QD91; F1RPS8; A0A7J7VWK0; A0A7J8DET9; A0A2K5S3N3; A0A2K5S3L6; A0A7J7Y7Q9; A0A1S2Z9M7; A0A2J8XF64; A0A7J8HF59; A0A2K5S3J6; A0A5N3WHL0; A0A7J7VX73; H0VM26; A0A5F8AUS5; A0A096MSU0; A0A7J7VWQ6; A0A7J7VWY4; I7GH28; G3HAE3; K7ERX7; A0A2J8MMM2; UPI001494A9F0; UPI0005F498BC; UPI000DC1910D; UPI00029DA76A; UPI00111C9430; UPI00187364EA; UPI00071A75E5; UPI0002C64965; UPI0018799D26; UPI0003347D16; UPI00122DAA36; UPI0012ADE708; UPI0003292326; UPI00189FE520; UPI00098ACB01; UPI000C2AE95B; UPI001A9B0EA2; UPI00188EC553; UPI000DC1BCA3; UPI0003318DCA; UPI001746474F; UPI00189E0A74; UPI000812C7AE; UPI0004BE1525; UPI001B3499A2; UPI00022B7D3F; UPI00032B1346; UPI0002BCD6DF; UPI00141AD5A5; UPI000E558DE5; UPI00045DEFC3; UPI000D18269D; UPI0004ED6FB0; UPI0004D066AD; UPI000F444125; UPI000DC1A2E4; UPI0014942612; UPI00064ED484; UPI0004544D3C; UPI0007DC6E04,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Bos taurus (Bovine); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Sus scrofa (Pig); Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana); Colobus angolensis palliatus (Peters' Angolan colobus); Macaca mulatta (Rhesus macaque); Rhinopithecus bieti (Black snub-nosed monkey) (Pygathrix bieti); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),553,90%,9606; 9598; 9913; 9601; 9823; 61622; 336983; 9544; 61621; 9541; 9531; 9643; 29073; 116960; 9595; 39432; 379532; 9796; 9597; 9555; 9407; 9838; 9925; 30522; 127582; 9915; 9880; 51298; 1706337; 9258; 9627; 89673; 27622; 43179; 9402; 132908; 9986; 40151; 9739; 103600; 9749; 60711; 10036; 59479; 310752; 118797; 72004; 9995; 1868482; 59463; 9365; 9515; 9430; 9755; 9940; 9785; 9483; 43346; 61853; 9770; 2715852; 59472; 9888; 10141; 10029; 9646; 9565; 9771; 9793; 73337; 192404; 143302; 9361; 27675; 30608; 591936; 59534; 50954; 42254; 9974; 9798; ; 9978; 9733; 54180; 9999; 1230840; 1026970; 482537; 90247; 9371
UniRef90_Q02218,partially reviewed and UniParc,"Cluster: 2-oxoglutarate dehydrogenase, mitochondrial",241,Q02218; Q148N0; Q60HE2; Q60597; Q5XI78; Q5RCB8; K7CRV4; F7H508; A0A6D2WY86; A0A2K5NW89; A0A096NY29; A0A2R9C436; A0A2K5VYM0; G3R595; A0A7N5P9U1; A0A452RGB3; A0A3Q7VZ93; A0A5E4BVY9; A0A5E4BWP2; Q2LDH1; F6WSE2; G1SHI9; A0A5F9CS29; A0A061ILC6; A0A340WJ90; A0A6J3RWK4; A0A6J3RW02; A0A341BG66; A0A341BD59; A0A6I9J072; A0A6J3F3Q9; A0A2K5SDS8; A0A2K6UMJ4; E9PCR7; A0A663DBT7; G7MLD3; A0A6D2XF61; H2QUI7; A0A2K5NWL0; A0A2I3MAU8; A0A2R9C111; A0A0D9RT06; A0A2K5VYI5; G3RNG9; S7NKW2; F1SSH8; A0A2K6PGR3; A0A2K5SDT3; A0A6J3F3S6; A0A2K6UMS6; A0A2J8ST01; A0A2K6JU64; A0A7J7QVI4; A0A2Y9PZS0; A0A7J7V4L3; A0A287ARP4; A0A4X1UEK3; A0A4X1UBN1; A0A340WHS1; A0A7F8R1E4; M3Z3C0; A0A6P3RKV4; A0A6P6C313; A0A1S3GI77; A0A2Y9IDG8; A0A4X1UBK0; K9IVI1; A0A6I9KXM5; A0A2K5SDS7; A0A6J3F405; A0A2K6UML3; A0A6P5BC27; A0A2K6GKM5; A0A6P5QQX5; H2PM76; A0A7J7TMB6; U3BXK4; A0A451EDL2; A0A7J7QVT0; A0A7J7QVG5; U3FNY3; A0A3Q7MPD9; L5LGN3; H9FV08; G1P0D1; A0A3Q7RER9; K9INI6; A0A286Y4G8; A0A7J8D809; A0A6J1YB85; A0A6P6ED14; A0A667FS38; A0A2I3GT55; A0A061IPE4; G3HMB4; A0A6J2L2W8; A0A452DTF2; A0A6P3E8Z3; W5PZR4; A0A6J0XHS9; I3LWQ0; A0A2J8ST05; A0A2U3WX35; A0A6P4W715; A0A671G2G4; A0A0P6J377; A0A1S2ZTV5; A0A7J7V4G0; A0A2Y9KRN9; A0A2Y9KK11; D2HNP1; A0A2Y9Q092; A0A5N3V5X5; A0A5N3XNJ5; M3WCZ2; A0A2K6PGM8; A0A2K6JTY8; A0A2K6D0P6; A0A6J2BFL7; A0A7K8NWI8; A0A7K7WQM7; A0A7K9BJL8; A0A7K7VK98; A0A2K6PGQ9; A0A7L0TIN6; A0A7K7L7R3; A0A7K9VDY2; A0A7L2WTE0; A0A2I2ULW6; S9XJ49; A0A6J0B126; F6WZI4; F6WSG0; F6XLN9; A0A7K4K9P4; A0A6J0B129; A0A485MZ03; A0A2K6ADI6; A0A087QNQ3; A0A7K9F7K9; A0A7L1HP93; A0A2I0LJW9; A0A2K6ADQ2; A0A1D5R3J6; A0A5N4DYE6; B4DF00; A0A061IR32; A0A7N9CYM5; A0A7L0KJ04; A0A093HS60; A0A7K5A8Q5; A0A7K8UTW7; A0A7L0AGP9; A0A480NRN0; A0A3Q7MP61; UPI0018B0919C; UPI0018771193; UPI001879F3F9; UPI0013C506F4; UPI001441300A; UPI00174F24EC; UPI0007A722DE; UPI0007A72AEA; UPI000D30A26B; UPI0013C4118E; UPI0013C50356; UPI0014426022; UPI0002BD116A; UPI00156C28F6; UPI000626A8A9; UPI000625E650; UPI0001CA26D9; UPI0018B0670C; UPI00029D97F3; UPI00029DBB6D; UPI0003BBE178; UPI00057AE5C9; UPI0013F2FCA4; UPI00071A91A6; UPI0003347B4B; UPI0001CA26DB; UPI0003EBED7B; UPI0003BB9C9F; UPI0003F087DD; UPI0003318B54; UPI001262C808; UPI0003ACC395; UPI00141B12A0; UPI00071A643B; UPI0013962F15; UPI0005400892; UPI000155E028; UPI001ADFFD21; UPI0003C005A7; UPI0002C63442; UPI00192439A1; UPI001AD7D291; UPI0002741AD9; UPI00189D2830; UPI00093BDE28; UPI00101A5142; UPI00042CF9E2; UPI0014866694; UPI000B4EE776; UPI0018E2BD94; UPI001AEFA813; UPI000980B173; UPI001386CA71; UPI00141BD252; UPI000E55CD9A; UPI000A310B34; UPI000334387D; UPI0003318777; UPI0011556634; UPI000332EC8D; UPI00038F0E9B; UPI0003F14CF3; UPI0012627F15; UPI00187C8F5D; UPI0004ED29C1; UPI0013F37695; UPI00188E480E; UPI001262E4DB; UPI0010A0A051; UPI00038C08EA; UPI000642B1F2; UPI0003290B4F; UPI00187650C0; UPI00108E7A66; UPI000E1D6B7D; UPI0015A60BA6; UPI00032ADC3B; UPI001B34BADC; UPI00042BED5A; UPI00052167CF; UPI000CCC1287; UPI0006B80D9D; UPI00108E0DE9; UPI00051E5ED9; UPI000549DEC3; UPI0010169169,Homo sapiens (Human); Bos taurus (Bovine); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Mus musculus (Mouse); Rattus norvegicus (Rat); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Pan troglodytes (Chimpanzee); Macaca mulatta (Rhesus macaque); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Papio anubis (Olive baboon),1023,90%,9606; 9913; 9541; 10090; 10116; 9601; 9598; 9544; 9531; 9555; 9597; 9595; 9646; 9643; 116960; 9995; 9999; 9796; 9986; 10029; 118797; 9739; 1706337; 185453; 9515; 2715852; 39432; 60711; 109478; 9823; 61622; 61621; 59472; 9749; 51298; 9713; 9669; 132908; 10020; 29088; 230844; 9915; 379532; 10089; 59479; 9483; 10096; 34884; 225400; 59463; 9627; 9430; 10141; 9407; 32536; 10160; 61383; 61853; 89673; 9925; 9940; 9880; 43179; 9708; 9691; 10181; 9365; 391180; 9888; 9886; 9685; 9545; 9704; 8787; 2585813; 8790; 8805; 9252; 75869; 8851; 56262; 419612; 30538; 458187; 191816; 9568; 9233; 54059; 227226; 8932; 9838; 30388; 441894; 1118519; 1118524; 52777; 9771; 192404; 42100; 9733; 291302; 9715; 37293; 591936; 9837; 76717; 9793; 143302; 28737; 42254; 54180; 9720; 885580; 29073; 72004; 73337; 95912; 1608482; 30611; 27675; 186990; 29078; 89462; 61156; 10047; 1047088; 10036; 51338; 36723; 10093; 37032; 51337; 34839; 9402; 35658; 9417; 1026970; 50954; 491861; 79684; 30608; 9361; 143292; 8868; 308060; 8884; 9978; ; 74533; 118200; 345164; 9157; 9103; 34886
UniRef90_P11177,partially reviewed and UniParc,"Cluster: Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",212,P11177; P49432; P11966; Q9D051; Q5RE79; A0A384MDR8; G2HF91; A0A6D2Y0I4; A0A2K5M3N9; A0A0D9RIA4; G3RBH2; A0A2K6CNN1; A0A1A6GXC8; A0A4W2BKV6; A0A6B0R2D5; A0A1U7R1A6; A0A0G2KAM3; A7Y058; A0A6I9MDF7; A0A3Q7Q6B9; A0A673VRV6; A0A2I3MKY6; A0A2K5C4Z6; A0A6J2CAV2; A0A384D2L2; D2GX11; K9IXG0; A0A6J2DE37; A0A2U3WSW2; A0A2U3X5R1; A0A667H4V7; A0A485MCI1; H0WPK2; A0A5E4B2L6; A0A7J8HUN7; A0A7J8HV73; M3VY34; A0A7J7UDK7; A0A6J2M154; G1T9V1; A0A6P5QRY6; A0A1U7TJZ5; A0A671EKG4; A0A2Y9J0L9; A0A3Q7RRX8; G3SRE0; A0A2J8T1F6; I3N6H2; A0A5E4B2R6; A0A485NTM0; A0A2K6NAP2; A0A6J3IUI0; G1R6U9; A0A250YGP1; A0A2K6KPW8; A0A6I9ZKL9; U3DWK4; A6MLI9; A0A7J7F3X5; A0A6P3I617; A0A4W2H658; L8IEV9; A0A6P5DTV6; W5PRM8; L5K8U2; F6R4J1; G8F1Q0; G5BUK7; A0A2K5IHV2; A0A6P7D5G1; M3YZN1; G9KFT6; A0A6J0X229; A0A452EB05; D3JWS9; A0A6P6H841; A0A6P4XR15; A0A2K5Q8R9; H0V8F0; F7A900; K9K3M0; A0A2Y9D6K5; A0A2Y9QPR4; A0A2K6FJE6; A0A2K5V5K5; A0A2K6AAG9; E2R268; A0A3Q7RGQ8; A0A7N5JY85; A0A3Q7X2S6; A0A452SSA7; A0A2K6TQD0; A0A2U3YVV8; A0A2Y9HMP6; A0A6P3R8P9; A0A7J8DD27; A0A7J8DCX5; A0A7J8DDF2; G1P1B5; A0A2I3GAT9; W5PRM4; A0A2I3T7Q1; A0A2I2Y9X3; A0A2R9A718; G7NZB6; A0A7J8DCR4; A0A667HSR9; A0A2Y9IZL1; A0A2U3ZTW1; A0A7J8HTC2; A0A7J7WDV7; A0A2K6TQH3; A0A6J2DFI1; A0A2K5V5M2; A0A2K6AAL0; A0A4W2BP10; A0A7J8HTC6; A0A4W2F5Z0; A0A5F5Q325; A0A2I3I086; A0A3Q0E1Z3; A0A673VRV9; A0A2K6KQ08; A0A2K5Q8T8; A0A2K5IIG4; G1M029; A0A2R8MYU2; A0A337RUS2; A0A2I3GEZ2; A0A671ETE4; A0A2K6NAP6; A0A2I3N303; A0A2I3RWR8; A0A6D2WAN3; A0A2K5M3R1; A0A2K6AAH8; A0A2I2YM76; A0A2K5V5R3; A0A2K6CNQ1; P11177-3; A0A7J8HTI7; A0A2Y9J2Y8; A0A4W2DJN0; A0A2J8T1D6; A0A2J8T1E9; A0A2J8P7K4; A0A2I2Y532; P11177-2; A0A2U3WSW1; A0A3Q7QMG8; A0A5F4CPI5; A0A667H2C6; A0A6P6H801; A0A2K5IIE7; A0A2Y9IZL6; A0A4X1VDD8; A0A5G2R718; A0A2R8MB70; A0A2K5C4Z9; A0A2K5C4Y3; A0A7J8DD78; UPI000185BE05; UPI00141B4041; UPI000C2A0348; UPI0004549AAF; UPI000F313529; UPI00109F174C; UPI0003F07808; UPI00188E502E; UPI0013965693; UPI000642915B; UPI0003342D7B; UPI00033169B9; UPI0004BD0D38; UPI000698176D; UPI00187BD5C8; UPI00189E6537; UPI001B34A53E; UPI00093BB8E7; UPI001875DF34; UPI0004ED3910; UPI00111C2BA6; UPI0013C474D1; UPI0003C90C7C; UPI00045D927B; UPI00167FC3B5; UPI000812C93E; UPI0014875D0C; UPI0012620D88; UPI000333480B; UPI0018F7E3E6; UPI00046B8273; UPI00159D0B4F; UPI00071A09E3; UPI000E55CCF7; UPI000B4F4614; UPI0013F2CFEB; UPI000A30D7F4; UPI0002C668A0; UPI0013F358F0; UPI0000E37A08; UPI00038BB296; UPI00165A08F6; UPI001879ECF9; UPI0001778426; UPI0003F0612D; UPI000DC19C6F; UPI00045DE84B; UPI001788D584; UPI0000683304; UPI000DCF63F4; UPI001B346236,Homo sapiens (Human); Rattus norvegicus (Rat); Bos taurus (Bovine); Mus musculus (Mouse); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Pan troglodytes (Chimpanzee); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus); Gorilla gorilla gorilla (Western lowland gorilla); Macaca nemestrina (Pig-tailed macaque),359,90%,9606; 10116; 9913; 10090; 9601; 9598; 9531; 60711; 9595; 9545; 56216; 30522; 72004; 10036; 10044; 230844; 34884; 37032; 9555; 37293; 9704; 29073; 9646; 9430; 9708; 61383; 191816; 30611; 9995; 9407; 9685; 51298; 89673; 9986; 10089; 1868482; 59479; 391180; 9785; 43179; 61622; 9515; 61853; 51338; 61621; 32536; 9483; 77932; 43346; 9915; 9940; 9402; 9544; 10181; 336983; 9669; 9880; 9925; 89462; 9696; 9691; 2715852; 10141; 9796; 127582; 379532; 9541; 9568; 9615; 9627; 116960; 9643; 39432; 9713; 29088; 132908; 27622; 59463; 9597; 59472; 9823; 54180; 591936; 10029; 491861; 28737; 50954; 9720; 30608; 143302; 42254; 9798; 34839; 9417; 27675; ; 186990; 143292; 1026970; 246437; 1230840; 38674; 9974; 61156; 35658; 51337; 29078; 9793; 9999; 10047; 10117; 10093; 73337; 76717; 9361; 79684; 9711; 192404; 9978; 9565
UniRef90_P22695,partially reviewed and UniParc,"Cluster: Cytochrome b-c1 complex subunit 2, mitochondrial",17,P22695; G2HJF6; A0A6D2WNQ4; A0A2R9AY07; G3RH94; A0A2I2YFB0; A0A2I3RVP0; A0A2R9AYQ1; G1RNQ5; A0A2I2ZSZ4; A0A6D2XWC4; A0A2I3TR23; A0A2R9AY92; H3BRG4; UPI000BA4E5F5; UPI001ADCCCE8; UPI00122DB180,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Gorilla gorilla gorilla (Western lowland gorilla); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Staphylococcus aureus,453,90%,9606; 9598; 9597; 9595; 61853; 1280
UniRef90_O14521,partially reviewed and UniParc,"Cluster: Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",32,O14521; A0A0S2Z4J3; G3V173; G3S5E6; A0A2K5VD91; A0A2K5VD68; A0A2K6CU45; A0A2K5VD71; A0A2K6CU15; A0A2R9C070; I0FU44; G3RNX7; A0A2K5HEA2; A0A2K6Q459; A0A2K6Q458; A0A2K6MGK3; A0A2K5KXZ1; A0A2K5KXV0; A0A2K6MGK8; K7D011; A0A2I3RE10; K7BYY8; G7NC18; A0A2K5HEF2; UPI00020AB6F0; UPI001364175F; UPI001560DD72; UPI00141AB6AE; UPI000C2AF771; UPI000D0A359E; UPI001560F1B5; UPI0005F39695,Homo sapiens (Human); Gorilla gorilla gorilla (Western lowland gorilla); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Macaca nemestrina (Pig-tailed macaque); Pan paniscus (Pygmy chimpanzee) (Bonobo); Macaca mulatta (Rhesus macaque); Colobus angolensis palliatus (Peters' Angolan colobus); Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana); Rhinopithecus bieti (Black snub-nosed monkey) (Pygathrix bieti); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys),159,90%,9606; 9595; 9541; 9545; 9597; 9544; 336983; 61622; 61621; 9531; 9598; 81572; 54180; 591936
UniRef90_P82673,partially reviewed and UniParc,"Cluster: 28S ribosomal protein S35, mitochondrial",43,P82673; A0A2K5UPJ9; A0A2J8WBS3; G3QL02; A0A2K5I371; I0FTZ5; G7N6L7; H9FY44; A0A2R8ZAU6; I7GPA5; G7PHJ0; A0A7N9D3E7; A0A2K6RD50; K7D3F9; A0A6D2Y972; F7DXV5; A0A2K6DZ02; A0A096MXV2; A0A2K5XJH5; A0A2R8ZN99; A0A2K5KZY6; A0A2I3HUE0; A0A0D9R5G1; UPI0010933759; UPI0005F41262; UPI0018B0CC6A; UPI0018B0C2F7; UPI001362F42F; UPI0003ABB083; UPI00053364B1; UPI00122DABCD; UPI000732B67E; UPI000DC1B174; UPI0004F1FFC8; UPI0012ADBBB5; UPI00141BC20E; UPI00141B0526; UPI0008F54730; UPI0012372A87; UPI00083BADBF; UPI00083BD290; UPI000C299C05; UPI000C2973FB,Homo sapiens (Human); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Gorilla gorilla gorilla (Western lowland gorilla); Colobus angolensis palliatus (Peters' Angolan colobus); Macaca mulatta (Rhesus macaque); Pan paniscus (Pygmy chimpanzee) (Bonobo); Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana); Pan troglodytes (Chimpanzee); Macaca nemestrina (Pig-tailed macaque),323,90%,9606; 9541; 9601; 9595; 336983; 9544; 9597; 61622; 9598; 9545; 9555; 9568; 9531; 61853; 60711; 81572; 9565; 54180; 61621; 591936
